order_id,customer_name,customer_age,email,city,product,quantity,unit_price,total_revenue,payment_method,order_status,discount_percent,rating,order_date,delivery_days
231,John,NA,sneha@yahoo.com,Delhi,Mouse,5.0,1999.0,9995,upi,Returned,five,4,2024-02-26,2.0
232,Mohit,40,rahul@yahoo.com,Delhi,Headphones,3.0,4999.0,14997,Net Banking,Returned,,4,2023-10-11,7.0
233,Priya,22,sara@gmail.com,Chennai,Keyboard,,14999.0,0,credit card,Cancelled,5,,2023-06-03,7.0
234,Priya,,sara@yahoo.com,Mumbai,Laptop,5.0,,0,UPI,Pending,,,2022-02-15,7.0
235,Mohit,35,,Ahmedabad,Mouse,5.0,,0,credit card,delivered,five,5,2023-07-26,2.0
236,Priya,25,john@yahoo.com,Delhi,Mouse,1.0,14999.0,14999,credit card,Pending,10,3,2022-12-20,3.0
237,Priya,NA,sara@yahoo.com,Ahmedabad,Keyboard,2.0,25999.0,51998,credit card,Returned,10,1,2023-04-12,3.0
238,Sneha,45,priyagmail.com,,Mobile,,1999.0,,Net Banking,Pending,10,5,2022-02-15,5.0
239,Mohit,,rahulgmail.com,Pune,Laptop,4.0,4999.0,19996,credit card,delivered,5,4,2024-09-08,7.0
240,Priya,35,,mumbai ,Laptop,4.0,1999.0,7996,upi,delivered,5,3,2023-03-16,3.0
241,Kiran,40,,Pune,Monitor,4.0,1999.0,7996,Cash,delivered,0,3,2022-07-21,3.0
242,Rahul,30,john@gmail.com,Hyderabad,Laptop,4.0,25999.0,103996,Debit Card,Cancelled,0,2,2024-05-15,3.0
243,Kiran,,mohitgmail.com,Pune,Headphones,2.0,25999.0,51998,Debit Card,Returned,five,5,2023-12-12,
244,Rahul,30,,Bangalore,Tablet,,4999.0,0,upi,Returned,,1,2024-07-30,-1.0
245,David,30,sneha@yahoo.com,,Keyboard,1.0,14999.0,14999,Cash,Returned,five,4,2023-01-03,5.0
246,Sneha,30,priya@gmail.com,Kolkata,Laptop,4.0,14999.0,59996,UPI,Pending,,3,2023-12-29,2.0
247,Kiran,NA,david@gmail.com,Delhi,Tablet,4.0,25999.0,103996,upi,delivered,10,5,2024-03-10,-1.0
248,Sneha,35,mohit@gmail.com,Kolkata,Mouse,1.0,,unknown,Credit Card,Returned,10,3,2024-02-14,-1.0
249,Kiran,25,snehagmail.com,Hyderabad,Mouse,1.0,14999.0,14999,credit card,delivered,five,4,2024-04-16,2.0
250,David,35,,Kolkata,Monitor,2.0,4999.0,9998,Net Banking,Pending,10,,2023-09-23,3.0
251,Amit,25,rahul@yahoo.com,Kolkata,Mouse,5.0,9999.0,49995,credit card,Pending,five,N/A,2022-10-24,2.0
252,Rahul,35,mohit@yahoo.com,mumbai ,Keyboard,2.0,,unknown,UPI,pending,15,4,2022-09-13,5.0
253,Anjali,40,sara@yahoo.com,Hyderabad,Monitor,,1999.0,unknown,Credit Card,pending,0,,2022-03-19,5.0
254,Sneha,25,david@yahoo.com,Pune,Mouse,,,unknown,Debit Card,Returned,10,3,2023-10-13,-1.0
255,Sara,30,kiran@yahoo.com,DELHI,Mouse,3.0,25999.0,77997,Credit Card,Delivered,0,,2022-10-18,-1.0
256,Anjali,25,rahul@yahoo.com,Mumbai,Headphones,4.0,1999.0,7996,Debit Card,pending,5,,2024-05-06,3.0
257,Sara,45,john@gmail.com,DELHI,Keyboard,3.0,1999.0,5997,Debit Card,Delivered,15,,2022-06-12,3.0
258,Sneha,25,priya@gmail.com,Ahmedabad,Laptop,,4999.0,unknown,Debit Card,delivered,5,5,2024-01-14,
259,Rahul,45,priya@yahoo.com,Ahmedabad,Laptop,1.0,1999.0,1999,Debit Card,Returned,0,,2023-04-01,-1.0
260,Mohit,45,johngmail.com,Bangalore,Keyboard,1.0,9999.0,9999,credit card,Pending,0,5,2022-04-15,7.0
261,Rahul,NA,saragmail.com,Pune,Monitor,5.0,,,credit card,Returned,5,1,2022-01-09,1.0
262,Sara,,sara@yahoo.com,Bangalore,Mobile,1.0,25999.0,25999,UPI,pending,0,2,2022-05-24,7.0
263,Sneha,40,,,Monitor,5.0,,0,Net Banking,Pending,five,4,2023-09-08,3.0
264,Sneha,NA,mohit@gmail.com,Ahmedabad,Keyboard,1.0,4999.0,4999,Net Banking,Delivered,,1,2023-10-24,3.0
265,Sara,,kiran@yahoo.com,,Keyboard,3.0,4999.0,14997,Debit Card,Returned,0,1,2024-08-14,7.0
266,Mohit,35,amit@gmail.com,,Tablet,1.0,9999.0,9999,credit card,pending,,N/A,2022-03-11,5.0
267,John,30,john@gmail.com,Delhi,Monitor,,14999.0,,Debit Card,Pending,,3,2023-03-10,5.0
268,Sneha,25,john@yahoo.com,Mumbai,Mobile,,,0,Credit Card,Returned,0,4,2023-08-24,7.0
269,Rahul,30,priya@gmail.com,Mumbai,Mobile,1.0,9999.0,9999,Cash,Cancelled,,5,2023-09-16,-1.0
270,Priya,45,,Mumbai,Tablet,,9999.0,,upi,Returned,10,5,2024-04-22,1.0
271,David,25,anjali@yahoo.com,Hyderabad,Laptop,,25999.0,0,Cash,delivered,5,3,2022-09-27,2.0
272,Amit,25,sneha@gmail.com,Mumbai,Mobile,1.0,25999.0,25999,Credit Card,Returned,10,4,2022-09-19,2.0
273,Sneha,,,Pune,Keyboard,1.0,25999.0,25999,UPI,Cancelled,0,5,2022-07-03,3.0
274,Mohit,30,sneha@gmail.com,Delhi,Headphones,5.0,,,upi,Cancelled,10,3,2022-05-03,1.0
275,Kiran,45,,Kolkata,Keyboard,4.0,1999.0,7996,Net Banking,Pending,15,3,2023-07-21,7.0
276,Mohit,35,rahul@gmail.com,Mumbai,Mobile,4.0,4999.0,19996,Net Banking,Cancelled,five,N/A,2024-09-22,
277,Priya,22,,Chennai,Monitor,1.0,9999.0,9999,Debit Card,Returned,15,1,2024-06-17,2.0
278,Sara,22,sneha@yahoo.com,Ahmedabad,Keyboard,3.0,1999.0,5997,Credit Card,delivered,0,5,2023-12-30,2.0
279,Sneha,22,mohitgmail.com,Kolkata,Tablet,4.0,1999.0,7996,upi,Cancelled,15,,2023-10-15,-1.0
280,Priya,NA,johngmail.com,Chennai,Mobile,3.0,9999.0,29997,upi,delivered,0,2,2024-01-24,1.0
281,David,45,mohit@gmail.com,Hyderabad,Mouse,4.0,14999.0,59996,Debit Card,Returned,10,4,2022-06-18,3.0
282,Sneha,30,john@gmail.com,Hyderabad,Mobile,1.0,1999.0,1999,Credit Card,pending,5,3,2024-05-22,5.0
283,Mohit,40,rahul@gmail.com,Ahmedabad,Monitor,1.0,,unknown,credit card,delivered,5,1,2023-06-10,5.0
284,Rahul,22,amitgmail.com,Chennai,Mouse,2.0,1999.0,3998,Cash,Cancelled,five,,2022-04-15,
285,Priya,40,priya@gmail.com,Chennai,Keyboard,5.0,25999.0,129995,Cash,Pending,0,N/A,2022-03-28,-1.0
286,Rahul,22,anjali@gmail.com,mumbai ,Headphones,3.0,1999.0,5997,upi,pending,15,4,2024-04-08,1.0
287,John,45,snehagmail.com,Kolkata,Headphones,,14999.0,,Debit Card,Delivered,,5,2023-01-27,7.0
288,Amit,,david@yahoo.com,Delhi,Tablet,,9999.0,unknown,Cash,Pending,15,2,2022-09-09,
289,Anjali,22,,,Mouse,5.0,4999.0,24995,Cash,Cancelled,,5,2024-06-24,3.0
290,Amit,22,saragmail.com,Kolkata,Laptop,3.0,4999.0,14997,upi,Returned,,3,2023-02-02,-1.0
291,John,25,snehagmail.com,,Mouse,2.0,4999.0,9998,upi,pending,0,N/A,2023-08-22,2.0
292,Kiran,30,rahulgmail.com,Hyderabad,Mouse,4.0,9999.0,39996,credit card,pending,10,5,2023-08-13,1.0
293,Anjali,30,kirangmail.com,,Tablet,,9999.0,0,Debit Card,Returned,0,1,2023-12-22,1.0
294,Amit,22,david@yahoo.com,Hyderabad,Monitor,5.0,4999.0,24995,Debit Card,Pending,10,,2022-08-27,2.0
295,Priya,22,rahulgmail.com,,Mouse,3.0,1999.0,5997,UPI,Delivered,10,,2024-07-29,
296,Rahul,45,,Bangalore,Keyboard,5.0,1999.0,9995,Cash,pending,15,,2023-02-10,3.0
297,Mohit,45,snehagmail.com,Kolkata,Keyboard,,25999.0,0,credit card,Cancelled,5,2,2022-06-28,
298,Kiran,22,,Chennai,Keyboard,,25999.0,unknown,Net Banking,Delivered,15,2,2022-01-02,3.0
299,Priya,45,saragmail.com,DELHI,Keyboard,1.0,4999.0,4999,credit card,Cancelled,15,1,2024-02-03,3.0
300,Amit,45,john@gmail.com,Mumbai,Headphones,2.0,,,Cash,pending,15,2,2022-08-03,5.0
301,Kiran,,priya@yahoo.com,DELHI,Mouse,4.0,9999.0,39996,credit card,Pending,5,4,2023-05-20,1.0
302,Priya,22,,Delhi,Tablet,1.0,9999.0,9999,Debit Card,Returned,5,,2024-03-29,1.0
303,Rahul,NA,amit@yahoo.com,mumbai ,Headphones,1.0,9999.0,9999,Debit Card,Delivered,0,3,2023-07-15,2.0
304,Sneha,40,,Delhi,Laptop,2.0,14999.0,29998,Cash,delivered,,N/A,2024-09-24,5.0
305,John,22,mohit@gmail.com,DELHI,Keyboard,1.0,9999.0,9999,Net Banking,Returned,5,1,2022-06-07,1.0
306,John,25,anjali@gmail.com,Pune,Headphones,2.0,,unknown,Cash,pending,10,1,2022-07-31,
307,Rahul,45,,Ahmedabad,Laptop,4.0,4999.0,19996,UPI,Returned,15,3,2023-07-12,2.0
308,Priya,22,rahul@gmail.com,DELHI,Tablet,3.0,25999.0,77997,upi,delivered,15,N/A,2024-05-07,7.0
309,David,,david@yahoo.com,DELHI,Mouse,5.0,1999.0,9995,Cash,delivered,5,4,2022-08-21,3.0
310,Rahul,30,priya@yahoo.com,Bangalore,Mobile,4.0,,,upi,Pending,5,1,2022-03-22,5.0
311,Sara,30,,Delhi,Laptop,,14999.0,,Cash,delivered,15,5,2022-03-22,3.0
312,Priya,NA,amit@yahoo.com,Pune,Mobile,3.0,25999.0,77997,Debit Card,delivered,,5,2024-05-27,-1.0
313,Mohit,25,,Kolkata,Headphones,1.0,1999.0,1999,credit card,Returned,,5,2024-09-14,5.0
314,Amit,,rahul@yahoo.com,Pune,Tablet,2.0,9999.0,19998,credit card,Pending,0,,2022-02-08,5.0
315,John,22,,Kolkata,Mouse,3.0,9999.0,29997,Cash,pending,five,1,2024-07-31,-1.0
316,Mohit,NA,,mumbai ,Keyboard,2.0,9999.0,19998,Credit Card,Pending,15,2,2022-08-22,-1.0
317,Priya,45,amitgmail.com,Kolkata,Keyboard,,14999.0,0,Net Banking,Returned,5,N/A,2023-02-21,-1.0
318,Amit,30,snehagmail.com,Chennai,Laptop,5.0,1999.0,9995,Cash,Delivered,10,,2023-06-21,2.0
319,Sneha,,priya@gmail.com,Hyderabad,Headphones,3.0,14999.0,44997,Net Banking,Returned,5,N/A,2022-10-08,5.0
320,Priya,45,,Kolkata,Laptop,5.0,9999.0,49995,Cash,Delivered,5,N/A,2023-08-24,7.0
321,Mohit,35,,,Laptop,2.0,4999.0,9998,upi,pending,0,4,2024-03-09,2.0
322,Kiran,22,,Kolkata,Keyboard,2.0,25999.0,51998,credit card,pending,10,4,2023-10-25,5.0
323,John,40,sneha@yahoo.com,DELHI,Monitor,3.0,14999.0,44997,upi,delivered,15,5,2024-05-22,1.0
324,Anjali,40,john@gmail.com,Delhi,Tablet,5.0,,unknown,UPI,pending,10,N/A,2022-01-08,3.0
325,David,40,snehagmail.com,Chennai,Laptop,,,0,upi,delivered,15,,2022-09-25,3.0
326,Mohit,NA,,Pune,Headphones,2.0,,,credit card,Delivered,,,2023-11-29,7.0
327,Sara,35,david@yahoo.com,,Tablet,2.0,9999.0,19998,upi,Pending,five,5,2024-04-15,2.0
328,Sara,30,johngmail.com,DELHI,Laptop,1.0,14999.0,14999,Debit Card,Cancelled,5,,2022-10-28,-1.0
329,Anjali,45,,Delhi,Headphones,4.0,9999.0,39996,Credit Card,pending,,5,2022-11-11,7.0
330,Mohit,25,,Mumbai,Mouse,4.0,4999.0,19996,upi,Pending,5,2,2022-03-14,3.0
331,Priya,30,saragmail.com,Ahmedabad,Tablet,5.0,14999.0,74995,credit card,Pending,10,,2023-02-24,1.0
332,Anjali,35,rahulgmail.com,Delhi,Mobile,4.0,9999.0,39996,Net Banking,Returned,five,4,2022-01-05,5.0
333,Sara,22,amitgmail.com,Mumbai,Tablet,4.0,14999.0,59996,upi,delivered,5,1,2023-03-16,
334,Rahul,35,,Delhi,Headphones,,,,Net Banking,delivered,10,2,2022-01-05,1.0
335,Mohit,40,,DELHI,Mobile,1.0,9999.0,9999,UPI,Returned,10,N/A,2024-04-23,2.0
336,Sneha,35,snehagmail.com,Mumbai,Monitor,4.0,1999.0,7996,Net Banking,Pending,0,3,2022-06-18,
337,Kiran,40,david@gmail.com,Mumbai,Keyboard,1.0,14999.0,14999,Credit Card,pending,0,1,2023-10-29,
338,Anjali,,,Bangalore,Mobile,4.0,14999.0,59996,credit card,pending,five,1,2022-04-29,3.0
339,Mohit,40,kirangmail.com,Delhi,Monitor,,1999.0,0,credit card,delivered,0,3,2023-03-07,1.0
340,John,35,kirangmail.com,,Mobile,1.0,14999.0,14999,UPI,pending,15,3,2024-03-14,2.0
341,Sneha,35,,Mumbai,Laptop,5.0,14999.0,74995,credit card,Delivered,0,N/A,2022-02-10,7.0
342,Priya,25,david@gmail.com,Kolkata,Keyboard,4.0,4999.0,19996,Debit Card,Returned,10,3,2023-11-17,5.0
343,Sara,22,,Pune,Keyboard,1.0,4999.0,4999,Credit Card,Delivered,0,1,2022-02-21,-1.0
344,Kiran,45,sara@yahoo.com,Kolkata,Keyboard,,,,Credit Card,Cancelled,10,2,2022-05-22,1.0
345,Mohit,40,mohit@yahoo.com,DELHI,Mouse,4.0,14999.0,59996,Debit Card,Delivered,5,,2023-02-15,
346,Kiran,,kiran@yahoo.com,DELHI,Headphones,2.0,1999.0,3998,Debit Card,delivered,15,N/A,2022-03-02,3.0
347,Priya,30,anjali@yahoo.com,Pune,Headphones,1.0,,0,Credit Card,Delivered,10,,2023-09-19,3.0
348,Mohit,35,sara@gmail.com,DELHI,Keyboard,,,0,Debit Card,Returned,10,,2022-01-13,
349,David,22,amitgmail.com,Ahmedabad,Mouse,4.0,4999.0,19996,Cash,Pending,0,N/A,2023-10-19,5.0
350,David,40,amitgmail.com,DELHI,Headphones,2.0,9999.0,19998,Cash,Pending,0,4,2022-11-25,5.0
351,Sara,25,anjali@yahoo.com,Delhi,Headphones,5.0,14999.0,74995,credit card,pending,0,1,2024-03-31,5.0
352,David,22,,,Mobile,1.0,25999.0,25999,credit card,pending,15,3,2023-02-27,3.0
353,Sara,NA,sara@yahoo.com,Ahmedabad,Laptop,1.0,4999.0,4999,Credit Card,pending,5,1,2024-04-25,3.0
354,Rahul,45,priya@gmail.com,Ahmedabad,Mobile,,9999.0,0,upi,pending,five,,2022-12-30,5.0
355,Mohit,35,sneha@gmail.com,Chennai,Headphones,3.0,25999.0,77997,upi,Pending,five,3,2022-04-20,1.0
356,Kiran,25,anjali@yahoo.com,,Mobile,4.0,1999.0,7996,Cash,Delivered,,,2024-02-15,1.0
357,Kiran,NA,davidgmail.com,Bangalore,Keyboard,4.0,25999.0,103996,upi,Pending,0,4,2023-07-21,
358,John,,mohitgmail.com,Pune,Tablet,5.0,9999.0,49995,UPI,Returned,5,2,2023-09-07,5.0
359,David,40,,DELHI,Mobile,,,0,Debit Card,Pending,,,2023-09-09,3.0
360,Priya,30,,Hyderabad,Monitor,3.0,,,Cash,delivered,,,2023-12-05,
361,David,40,mohit@gmail.com,Delhi,Laptop,,,0,Cash,Pending,0,,2023-03-04,1.0
362,Amit,40,johngmail.com,Kolkata,Mobile,3.0,4999.0,14997,upi,delivered,0,3,2022-07-24,-1.0
363,Sneha,35,david@yahoo.com,,Mouse,1.0,25999.0,25999,upi,pending,10,,2023-04-09,
364,Amit,,sara@gmail.com,Kolkata,Mobile,4.0,14999.0,59996,Net Banking,Returned,5,,2022-02-18,
365,Anjali,35,,Bangalore,Keyboard,,9999.0,0,Credit Card,Pending,5,,2023-12-28,7.0
366,Rahul,,,Bangalore,Monitor,4.0,1999.0,7996,upi,Cancelled,0,3,2022-05-03,5.0
367,Kiran,30,sara@gmail.com,DELHI,Tablet,2.0,1999.0,3998,Cash,delivered,,3,2023-12-28,1.0
368,David,35,rahul@gmail.com,Bangalore,Headphones,,9999.0,0,Net Banking,delivered,15,1,2024-03-13,3.0
369,Sneha,45,,mumbai ,Monitor,2.0,,unknown,Cash,delivered,five,1,2022-08-15,1.0
370,Amit,35,kirangmail.com,DELHI,Tablet,3.0,14999.0,44997,Cash,Delivered,15,3,2023-11-16,7.0
371,Anjali,45,david@yahoo.com,Mumbai,Tablet,3.0,1999.0,5997,credit card,Pending,10,5,2024-01-12,1.0
372,Sneha,22,priyagmail.com,DELHI,Headphones,1.0,4999.0,4999,upi,Delivered,5,5,2024-08-28,-1.0
373,Anjali,25,rahul@gmail.com,Hyderabad,Laptop,,14999.0,0,Credit Card,Delivered,0,2,2023-12-21,-1.0
374,Mohit,35,john@yahoo.com,Ahmedabad,Keyboard,5.0,1999.0,9995,Cash,Returned,10,1,2022-09-15,5.0
375,Kiran,22,kiran@gmail.com,Mumbai,Keyboard,1.0,25999.0,25999,upi,Delivered,10,5,2023-11-21,1.0
376,Mohit,25,john@yahoo.com,Pune,Mouse,,9999.0,0,credit card,Delivered,15,2,2022-10-24,7.0
377,Sara,40,,Mumbai,Monitor,2.0,,unknown,upi,delivered,5,1,2022-08-14,1.0
378,John,,david@gmail.com,Chennai,Keyboard,5.0,25999.0,129995,credit card,pending,10,2,2022-01-06,5.0
379,Kiran,30,rahulgmail.com,Kolkata,Mobile,,25999.0,,Credit Card,Pending,five,N/A,2024-07-16,7.0
380,John,NA,david@gmail.com,DELHI,Laptop,1.0,25999.0,25999,UPI,Delivered,5,,2024-05-22,7.0
381,John,30,sneha@gmail.com,mumbai ,Laptop,3.0,9999.0,29997,Debit Card,Cancelled,15,4,2023-05-14,3.0
382,Sara,30,,Pune,Mobile,,9999.0,0,Credit Card,Cancelled,5,N/A,2023-09-24,2.0
383,Sara,40,saragmail.com,Ahmedabad,Headphones,,,unknown,Cash,Cancelled,10,4,2023-12-31,7.0
384,David,25,johngmail.com,Chennai,Tablet,2.0,,0,credit card,pending,0,,2022-04-22,1.0
385,Kiran,22,kiran@yahoo.com,Chennai,Laptop,1.0,25999.0,25999,Net Banking,Cancelled,,5,2024-07-02,5.0
386,Rahul,,,Ahmedabad,Monitor,2.0,9999.0,19998,Net Banking,Delivered,15,3,2023-11-01,7.0
387,Anjali,30,davidgmail.com,Bangalore,Mobile,,4999.0,0,Net Banking,delivered,five,N/A,2022-01-11,2.0
388,Sneha,22,sneha@yahoo.com,Delhi,Tablet,,14999.0,unknown,UPI,Pending,0,,2024-01-24,2.0
389,Amit,NA,anjali@gmail.com,DELHI,Tablet,3.0,14999.0,44997,Credit Card,pending,,,2023-06-15,-1.0
390,Sara,30,mohit@yahoo.com,mumbai ,Keyboard,,9999.0,0,upi,Delivered,,3,2022-10-08,5.0
391,Anjali,,,Ahmedabad,Monitor,2.0,25999.0,51998,Credit Card,delivered,5,4,2024-09-23,2.0
392,Rahul,40,snehagmail.com,Bangalore,Tablet,1.0,25999.0,25999,Net Banking,pending,0,,2022-08-24,2.0
393,Sneha,NA,anjali@yahoo.com,mumbai ,Mobile,3.0,,,credit card,Returned,0,2,2023-03-01,1.0
394,Kiran,30,rahul@gmail.com,Bangalore,Laptop,5.0,25999.0,129995,Debit Card,Cancelled,5,5,2022-05-11,5.0
395,Anjali,40,priyagmail.com,mumbai ,Headphones,5.0,,,upi,Returned,5,2,2023-09-06,-1.0
396,Rahul,30,,DELHI,Tablet,5.0,4999.0,24995,Cash,delivered,,1,2023-02-25,2.0
397,David,25,amitgmail.com,,Keyboard,4.0,4999.0,19996,Cash,Pending,,1,2023-01-23,2.0
398,Priya,22,david@gmail.com,Ahmedabad,Keyboard,5.0,25999.0,129995,Debit Card,delivered,,N/A,2023-05-03,1.0
399,David,,sara@gmail.com,Pune,Mobile,,,unknown,upi,Returned,15,3,2024-07-07,7.0
400,John,25,mohitgmail.com,Ahmedabad,Mouse,,,0,Debit Card,Delivered,10,5,2024-04-03,7.0
401,David,22,amit@gmail.com,Mumbai,Headphones,3.0,4999.0,14997,credit card,Pending,five,N/A,2023-02-23,3.0
402,John,30,,,Headphones,3.0,1999.0,5997,Net Banking,Cancelled,,3,2023-02-23,
403,David,NA,,,Headphones,2.0,14999.0,29998,UPI,Cancelled,,3,2023-02-11,-1.0
404,Rahul,25,sneha@yahoo.com,Delhi,Mobile,4.0,,,Net Banking,Returned,10,N/A,2023-12-24,7.0
405,Amit,22,rahul@yahoo.com,Delhi,Mouse,,,0,Debit Card,Returned,,4,2023-09-21,1.0
406,Mohit,45,priya@gmail.com,Pune,Monitor,3.0,4999.0,14997,credit card,delivered,10,,2022-03-07,7.0
407,David,NA,amitgmail.com,Kolkata,Mobile,2.0,,unknown,Credit Card,delivered,,5,2022-02-28,
408,Amit,22,saragmail.com,Bangalore,Laptop,5.0,4999.0,24995,UPI,Returned,10,,2022-08-26,5.0
409,David,22,priya@gmail.com,Kolkata,Keyboard,5.0,4999.0,24995,upi,delivered,,3,2023-02-20,3.0
410,Kiran,35,anjali@yahoo.com,Mumbai,Tablet,3.0,4999.0,14997,Debit Card,Returned,,1,2024-09-13,7.0
411,David,45,,mumbai ,Tablet,5.0,9999.0,49995,credit card,Returned,15,5,2022-03-16,5.0
412,Anjali,NA,anjali@gmail.com,Delhi,Tablet,2.0,9999.0,19998,Credit Card,Returned,five,N/A,2024-02-28,2.0
413,John,,sara@gmail.com,Chennai,Tablet,,4999.0,unknown,Credit Card,Returned,five,,2023-11-25,-1.0
414,Sara,30,,Chennai,Monitor,1.0,25999.0,25999,UPI,Pending,five,,2022-12-17,2.0
415,Sneha,35,johngmail.com,Chennai,Mouse,,4999.0,,Debit Card,delivered,10,2,2023-05-26,-1.0
416,David,NA,kiran@gmail.com,Mumbai,Mouse,1.0,1999.0,1999,Cash,Cancelled,,3,2022-04-20,5.0
417,Mohit,NA,,Chennai,Mouse,5.0,9999.0,49995,Net Banking,Pending,0,5,2024-07-08,-1.0
418,Mohit,22,,DELHI,Mouse,4.0,25999.0,103996,Debit Card,Returned,0,,2023-03-10,7.0
419,Kiran,22,sneha@yahoo.com,Delhi,Tablet,3.0,,,UPI,delivered,10,2,2023-04-17,7.0
420,Sara,NA,,Bangalore,Headphones,2.0,9999.0,19998,Cash,Pending,15,,2022-09-27,-1.0
421,Kiran,40,anjaligmail.com,Bangalore,Monitor,3.0,14999.0,44997,credit card,Pending,0,,2023-01-17,3.0
422,Rahul,,mohitgmail.com,Bangalore,Headphones,2.0,25999.0,51998,upi,Delivered,5,4,2024-04-03,5.0
423,John,45,,,Mouse,,25999.0,0,Net Banking,Delivered,15,1,2022-05-18,
424,Anjali,40,anjali@gmail.com,Hyderabad,Tablet,1.0,4999.0,4999,UPI,Cancelled,,5,2022-06-17,-1.0
425,Kiran,,,Chennai,Monitor,3.0,1999.0,5997,Net Banking,pending,five,5,2022-09-21,2.0
426,Anjali,45,david@yahoo.com,Delhi,Headphones,3.0,9999.0,29997,Net Banking,Cancelled,15,,2024-03-10,2.0
427,Priya,,kiran@yahoo.com,Delhi,Mobile,2.0,,unknown,UPI,Pending,10,3,2024-06-08,
428,Sara,,john@yahoo.com,mumbai ,Monitor,,9999.0,0,Cash,Returned,5,2,2022-10-26,-1.0
429,Rahul,40,priyagmail.com,Pune,Laptop,2.0,,,Credit Card,Delivered,15,5,2022-01-24,1.0
430,Kiran,25,,Bangalore,Laptop,4.0,25999.0,103996,credit card,Returned,10,2,2022-01-27,2.0
431,Amit,30,rahulgmail.com,Mumbai,Keyboard,3.0,14999.0,44997,UPI,Cancelled,15,4,2024-01-26,-1.0
432,Kiran,NA,rahulgmail.com,mumbai ,Headphones,3.0,25999.0,77997,credit card,pending,five,5,2023-07-08,5.0
433,David,40,sara@yahoo.com,Chennai,Mouse,,,0,Credit Card,Returned,10,3,2023-06-21,5.0
434,Sara,22,amitgmail.com,Kolkata,Headphones,2.0,9999.0,19998,Net Banking,Delivered,five,4,2022-09-24,-1.0
435,Amit,,johngmail.com,,Tablet,3.0,1999.0,5997,Debit Card,Returned,,4,2023-05-04,5.0
436,John,,mohitgmail.com,Delhi,Headphones,2.0,,0,credit card,Pending,,N/A,2022-09-13,-1.0
437,Mohit,40,,Chennai,Mouse,5.0,,0,Credit Card,Pending,5,3,2024-07-20,1.0
438,Sneha,NA,john@yahoo.com,Hyderabad,Laptop,4.0,25999.0,103996,Debit Card,Delivered,,1,2023-10-15,2.0
439,Amit,40,rahul@yahoo.com,Chennai,Laptop,1.0,9999.0,9999,Debit Card,Delivered,15,2,2024-09-22,3.0
440,Sara,45,anjali@gmail.com,Delhi,Mouse,3.0,14999.0,44997,upi,Pending,0,3,2023-03-07,-1.0
441,John,NA,rahulgmail.com,Pune,Mouse,1.0,25999.0,25999,Credit Card,Delivered,five,2,2023-02-06,5.0
442,Priya,22,sneha@yahoo.com,,Keyboard,4.0,4999.0,19996,Debit Card,Returned,15,,2024-02-29,3.0
443,John,22,david@gmail.com,Ahmedabad,Keyboard,3.0,4999.0,14997,UPI,Pending,10,1,2024-08-16,-1.0
444,Amit,35,,Bangalore,Mouse,2.0,1999.0,3998,UPI,delivered,0,4,2023-11-14,-1.0
445,Sara,NA,kirangmail.com,Delhi,Mobile,1.0,1999.0,1999,Debit Card,Returned,0,,2022-09-06,7.0
446,Rahul,45,rahul@gmail.com,Ahmedabad,Mobile,,1999.0,,UPI,delivered,five,N/A,2022-12-13,3.0
447,Rahul,22,,Kolkata,Laptop,4.0,,,Cash,pending,15,5,2024-04-04,3.0
448,Sara,30,,Ahmedabad,Tablet,,14999.0,,upi,delivered,,2,2023-07-10,1.0
449,Anjali,40,,Mumbai,Mouse,2.0,14999.0,29998,credit card,delivered,15,,2023-06-28,2.0
450,Sara,45,kirangmail.com,Delhi,Keyboard,1.0,25999.0,25999,Net Banking,Returned,5,5,2024-06-23,
451,Sara,40,sara@yahoo.com,Delhi,Laptop,5.0,4999.0,24995,Net Banking,pending,0,1,2023-05-25,-1.0
452,Anjali,22,sneha@gmail.com,Chennai,Laptop,2.0,4999.0,9998,Credit Card,delivered,five,N/A,2024-08-18,5.0
453,Sneha,40,,mumbai ,Keyboard,4.0,25999.0,103996,Credit Card,Delivered,5,,2023-11-05,5.0
454,Sara,22,sara@yahoo.com,Mumbai,Mouse,1.0,14999.0,14999,Net Banking,Cancelled,,1,2024-08-08,
455,Priya,35,david@gmail.com,Chennai,Monitor,3.0,1999.0,5997,Cash,Pending,5,5,2022-03-14,
456,Anjali,,,DELHI,Headphones,5.0,,,Credit Card,Pending,5,5,2022-09-12,5.0
457,David,NA,,Hyderabad,Mouse,3.0,,,UPI,Returned,five,4,2023-06-01,-1.0
458,Mohit,35,kirangmail.com,,Keyboard,3.0,25999.0,77997,UPI,Cancelled,15,4,2024-01-14,5.0
459,John,22,davidgmail.com,Mumbai,Tablet,,1999.0,unknown,Debit Card,Pending,10,1,2022-01-01,-1.0
460,Anjali,30,priya@gmail.com,Hyderabad,Mobile,,9999.0,0,Debit Card,Cancelled,10,5,2024-04-21,2.0
461,Kiran,25,kiran@yahoo.com,Chennai,Keyboard,3.0,9999.0,29997,Credit Card,pending,10,N/A,2022-08-27,5.0
462,Amit,25,,mumbai ,Headphones,4.0,,0,Credit Card,Delivered,10,3,2022-06-27,-1.0
463,Mohit,35,kiran@gmail.com,Mumbai,Tablet,4.0,1999.0,7996,Net Banking,Delivered,10,5,2023-03-21,7.0
